Date,Open,High,Low,Close,Adj Close,Volume
2019-04-18,800.150024,825.000000,779.000000,791.849976,782.381897,80592
2019-04-22,790.000000,798.000000,781.000000,786.650024,777.244080,24436
2019-04-23,790.950012,804.450012,784.000000,786.700012,777.293518,18099
2019-04-24,793.799988,796.200012,785.349976,791.700012,782.233704,13573
2019-04-25,790.799988,794.700012,778.099976,782.750000,773.390686,64245
2019-04-26,782.000000,790.000000,767.000000,780.049988,770.722961,13560
2019-04-30,772.000000,772.000000,701.400024,711.700012,703.190247,58994
2019-05-02,717.200012,726.200012,679.000000,683.549988,675.376831,71288
2019-05-03,681.000000,704.650024,680.000000,698.150024,689.802307,60397
2019-05-06,699.000000,702.250000,690.000000,693.150024,684.862061,16863
